iter	MultiClass
401	1.355627635
402	1.355284377
403	1.355049904
404	1.354832454
405	1.354532445
406	1.354207634
407	1.353923301
408	1.353753497
409	1.353538406
410	1.353305776
411	1.352807191
412	1.352687099
413	1.35237531
414	1.352061332
415	1.351904955
416	1.351535625
417	1.351142527
418	1.350927351
419	1.350756678
420	1.350400352
421	1.350157267
422	1.349815834
423	1.349575933
424	1.349369107
425	1.349052208
426	1.348820453
427	1.348566181
428	1.34842444
429	1.348140268
430	1.347639098
431	1.347309671
432	1.347025106
433	1.34687894
434	1.346700308
435	1.346463227
436	1.346100261
437	1.34586663
438	1.345628378
439	1.345322961
440	1.345095853
441	1.34488209
442	1.344703565
443	1.34445853
444	1.344204876
445	1.343857819
446	1.343687786
447	1.343528916
448	1.34333529
449	1.342937611
450	1.342710711
451	1.342504306
452	1.34228237
453	1.342049797
454	1.341814893
455	1.341551616
456	1.341197459
457	1.340910688
458	1.34063285
459	1.340463621
460	1.340216414
461	1.340031629
462	1.33983348
463	1.339562274
464	1.339276661
465	1.33899914
466	1.338821902
467	1.338561359
468	1.338257339
469	1.338001291
470	1.337875644
471	1.337660551
472	1.337435562
473	1.337122116
474	1.336918524
475	1.336663247
476	1.336420627
477	1.336029037
478	1.335845275
479	1.335535073
480	1.335262621
481	1.335120869
482	1.334886101
483	1.334664024
484	1.334402342
485	1.33418527
486	1.333869425
487	1.333616994
488	1.333440301
489	1.333258567
490	1.333050953
491	1.332737769
492	1.332491879
493	1.332217587
494	1.332027607
495	1.331833524
496	1.331492086
497	1.331377846
498	1.33105714
499	1.330771054
500	1.330593449
501	1.330251709
502	1.330051273
503	1.329934962
504	1.329712277
505	1.329361134
506	1.329127637
507	1.328962698
508	1.328736958
509	1.328396899
510	1.328200873
511	1.328009993
512	1.3278156
513	1.327484936
514	1.327173534
515	1.326888778
516	1.326706087
517	1.326452145
518	1.326145221
519	1.325993197
520	1.32574292
521	1.325474749
522	1.325216466
523	1.325054179
524	1.324833841
525	1.324605283
526	1.324302416
527	1.324063985
528	1.323865687
529	1.323687565
530	1.323458938
531	1.323149785
532	1.322852684
533	1.322549587
534	1.32228023
535	1.322024873
536	1.321800046
537	1.321600845
538	1.321262454
539	1.321088586
540	1.320928986
541	1.32074061
542	1.320517233
543	1.320235199
544	1.319862893
545	1.319625877
546	1.31935832
547	1.319249726
548	1.318895734
549	1.318713359
550	1.318515615
551	1.318242504
552	1.318008914
553	1.317745891
554	1.317446205
555	1.317248776
556	1.317045372
557	1.316823901
558	1.316636874
559	1.316406486
560	1.316193036
561	1.316018568
562	1.315839164
563	1.315581791
564	1.315345276
565	1.315126406
566	1.314842378
567	1.314674663
568	1.314423734
569	1.314179048
570	1.313996312
571	1.313771465
572	1.313645458
573	1.313404175
574	1.31317767
575	1.312988669
576	1.312829274
577	1.312647309
578	1.312322259
579	1.312063886
580	1.311801711
581	1.311551916
582	1.311346115
583	1.311041275
584	1.31081726
585	1.310653836
586	1.310407647
587	1.310176681
588	1.309952109
589	1.309660623
590	1.309522551
591	1.309353261
592	1.309195284
593	1.309067608
594	1.308930074
595	1.3087093
596	1.308505646
597	1.30831807
598	1.308046322
599	1.307904613
600	1.307685237
601	1.307491926
602	1.307366196
603	1.307117814
604	1.306869013
605	1.306610618
606	1.306368077
607	1.306204449
608	1.305838479
609	1.305625243
610	1.305276451
611	1.305120283
612	1.304925886
613	1.304825579
614	1.304619066
615	1.304357732
616	1.303996013
617	1.303796437
618	1.303635583
619	1.303423782
620	1.303258289
621	1.303091708
622	1.302915698
623	1.302679895
624	1.302503112
625	1.302368653
626	1.302283702
627	1.301991841
628	1.301824409
629	1.301687453
630	1.301540047
631	1.301332845
632	1.301028609
633	1.300698175
634	1.300427151
635	1.300226711
636	1.299884752
637	1.299658914
638	1.299341183
639	1.299157655
640	1.298890718
641	1.298675404
642	1.298439745
643	1.298363069
644	1.29820096
645	1.298063378
646	1.297853115
647	1.297635563
648	1.297310032
649	1.297077871
650	1.296879464
651	1.296649277
652	1.296431302
653	1.296256634
654	1.296188062
655	1.295972298
656	1.295907571
657	1.295601434
658	1.295395475
659	1.295214161
660	1.295012585
661	1.294921127
662	1.294713161
663	1.294626416
664	1.294324316
665	1.294191269
666	1.293848101
667	1.293701685
668	1.293480461
669	1.293338427
670	1.293143482
671	1.293031069
672	1.292851241
673	1.292534365
674	1.292348001
675	1.292028503
676	1.291774046
677	1.291409265
678	1.291233124
679	1.290965256
680	1.29083987
681	1.290631292
682	1.290399822
683	1.290149003
684	1.289901086
685	1.289775539
686	1.28953057
687	1.289276786
688	1.289051977
689	1.288801748
690	1.288506155
691	1.288297807
692	1.287998993
693	1.287736106
694	1.287580065
695	1.287447165
696	1.287281266
697	1.287102597
698	1.286841685
699	1.286631391
700	1.286504862
701	1.28635255
702	1.286046703
703	1.285936522
704	1.285807913
705	1.285532283
706	1.285399471
707	1.285257208
708	1.284997849
709	1.284787822
710	1.284688913
711	1.284544278
712	1.284412172
713	1.284173533
714	1.283839087
715	1.283661945
716	1.283581941
717	1.283419278
718	1.283155924
719	1.283068461
720	1.282853314
721	1.28263903
722	1.28247068
723	1.282341342
724	1.282111537
725	1.2819512
726	1.281797511
727	1.281538113
728	1.281352
729	1.281200476
730	1.281065949
731	1.280809597
732	1.280627185
733	1.280415307
734	1.280207944
735	1.279950016
736	1.279762704
737	1.279617809
738	1.279359646
739	1.279151514
740	1.278924538
741	1.278755213
742	1.278578518
743	1.278459631
744	1.278314639
745	1.27801348
746	1.277924045
747	1.277798922
748	1.277656625
749	1.277453301
750	1.277267962
751	1.276995764
752	1.276839529
753	1.276474585
754	1.276270604
755	1.275938132
756	1.275628869
757	1.275379032
758	1.275266776
759	1.27515777
760	1.274988012
761	1.274846547
762	1.274765414
763	1.274510852
764	1.274329195
765	1.274158683
766	1.273838642
767	1.273647336
768	1.273354413
769	1.273176817
770	1.27302307
771	1.272878764
772	1.272633729
773	1.27251872
774	1.272326285
775	1.272021641
776	1.271728615
777	1.271532041
778	1.271382412
779	1.271267838
780	1.271148188
781	1.270961208
782	1.270612614
783	1.270443255
784	1.270049635
785	1.269828583
786	1.269681036
787	1.269434247
788	1.269278982
789	1.269092719
790	1.268826468
791	1.268607266
792	1.268431989
793	1.268294402
794	1.268154667
795	1.2678502
796	1.267585985
797	1.267384836
798	1.267134476
799	1.266843081
800	1.266574774
801	1.266402067
802	1.266242845
803	1.266018899
804	1.265827213
805	1.265647548
806	1.265401781
807	1.26528731
808	1.265165473
809	1.2650186
810	1.264809871
811	1.264552464
812	1.264344595
813	1.26407707
814	1.263854736
815	1.263678743
816	1.263537888
817	1.263341472
818	1.2629896
819	1.262837021
820	1.26271579
821	1.262494219
822	1.262351925
823	1.262213011
824	1.262113503
825	1.261882588
826	1.261655774
827	1.26150252
828	1.261221783
829	1.26107079
830	1.260931963
831	1.260696379
832	1.260556743
833	1.260435569
834	1.260185277
835	1.259981229
836	1.259790464
837	1.259505324
838	1.259244767
839	1.259074311
840	1.258902905
841	1.258719455
842	1.258534209
843	1.258281733
844	1.258120995
845	1.257908718
846	1.257681351
847	1.257420561
848	1.257186775
849	1.257021666
850	1.256867919
851	1.256635482
852	1.256466421
853	1.256327144
854	1.256198767
855	1.256083421
856	1.255906902
857	1.255796514
858	1.255632638
859	1.255363655
860	1.255182748
861	1.255011972
862	1.254741905
863	1.254428513
864	1.254229943
865	1.254079184
866	1.253961929
867	1.253873189
868	1.253752256
869	1.253494844
870	1.253372831
871	1.25324563
872	1.253082558
873	1.252932016
874	1.252738242
875	1.252577996
876	1.252417724
877	1.252269563
878	1.252113888
879	1.251864289
880	1.251678401
881	1.25146166
882	1.251225028
883	1.251073312
884	1.250972999
885	1.250842687
886	1.250741182
887	1.250569991
888	1.250298819
889	1.250151243
890	1.249938691
891	1.249802934
892	1.249651456
893	1.249412811
894	1.249265872
895	1.248974272
896	1.248807725
897	1.24859511
898	1.248523628
899	1.248448107
900	1.248331239
901	1.248030094
902	1.247883684
903	1.247642166
904	1.247413566
905	1.247114617
906	1.246899986
907	1.246624012
908	1.246493837
909	1.246333439
910	1.246173467
911	1.245971295
912	1.245790818
913	1.245550253
914	1.245419714
915	1.245307185
916	1.245134355
917	1.244892438
918	1.244785697
919	1.244709043
920	1.244532329
921	1.244397151
922	1.244193488
923	1.243849708
924	1.243739699
925	1.243556084
926	1.24342192
927	1.243214275
928	1.2430586
929	1.242872055
930	1.242778226
931	1.242597958
932	1.242448818
933	1.242256248
934	1.242107496
935	1.241878758
936	1.241742058
937	1.241652166
938	1.241411042
939	1.24129034
940	1.241083645
941	1.240874893
942	1.240737779
943	1.240654483
944	1.240522685
945	1.240346624
946	1.240137046
947	1.239975251
948	1.239792876
949	1.239610889
950	1.239482102
951	1.239109082
952	1.239020001
953	1.238771653
954	1.238548022
955	1.238303761
956	1.238075708
957	1.237961345
958	1.237804721
959	1.237695385
960	1.237520135
961	1.237398516
962	1.237147781
963	1.236992096
964	1.23684546
965	1.236624164
966	1.236413716
967	1.236310993
968	1.236034783
969	1.235771066
970	1.235703344
971	1.235549881
972	1.235431858
973	1.235304676
974	1.235162766
975	1.235052132
976	1.234858354
977	1.234679911
978	1.234516517
979	1.234384251
980	1.234160785
981	1.233993273
982	1.233858674
983	1.233549186
984	1.233374567
985	1.233187165
986	1.232975845
987	1.232898039
988	1.232693622
989	1.232483847
990	1.23234686
991	1.232173158
992	1.231958475
993	1.231800848
994	1.231641867
995	1.231534232
996	1.231344242
997	1.231187942
998	1.231080761
999	1.230908867
